ticker,company,sector,quarter,speaker,role,utterance,word_count
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"Though, numbers plus minus happens all the time. We are not talking about any big",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Moderator,Moderator,The next question comes from the line of Chintan from Autonomous.,11
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"Hi. Good evening. Thanks for taking my question. Sir, can I come back on the NII?",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,Yes. You're right on Chintan. I think the liquidity buffers were deployed more in,14
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"And how long will you hold this position? This is a duration of six months’ timeline,",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"I think that was specific for quarter, because as the rates were coming down, the",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"So, Sandeep, why should this go back up? Because if it becomes liquidity buffer",14
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"It'll go into the interest income line, right? What you see as NIM…",13
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"Some has interest cost, right? So they go into interest cost.",11
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"Then the second one was on MSME. You gave some numbers, 2.5 went to 11 and",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"Monthly disbursements, okay. And can you -- do you have a view on why this has",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"Look, business loans we've done for 18 years. We have seen other than one lender in",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,It didn't come slowly; it came a little too suddenly is the only point I would make.,17
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,"We are also a little surprised by it.
Chintan",Analyst,"I mean, it's primarily unsecured. So I suppose that's why banks aren't talking about it.",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,That you talked about on the macro is very broad based.,11
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,We can see it in a lot of economic indicators. And it is quite -- it's already slowed,18
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"I'm just wondering incrementally, how does this evolve over the next six months,",13
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"I think, as I said, Chintan, earlier, we are just focusing on early MOB. As the",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"AUM may grow 15% odd, as Sidhant is saying, but in terms of disbursement growth,",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,"Okay. And the final one, perhaps, for Sandeep, could you just give us some sense of",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"Yes. So the liability side, very clearly, NCD has seen almost 90-basis-point of",13
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,We have 85% of the bank moneys on external benchmark rate. That has seen,14
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Chintan,Analyst,Okay. So the NIM improvement is now driven by the better liability transmission as,14
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,Yes. Yes. Yes. Just to reinforce the point. That's why the decision even on slowing,15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"In fact, that's an important one. I forgot to make that point. Deposits, we were",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,Retail deposits. We were paying probably 70 - 80 basis points higher than the,14
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Moderator,Moderator,The next question is from the line of Abhijit Tibrewal from Motilal Oswal.,13
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Abhijit Tibrewal,Analyst,I stepped away from my desk for a couple of minutes. So let me know if any of my,19
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,I was seeing you guys at decimal; we move a percentage like. Don't read anything,15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Abhijit Tibrewal,Analyst,"Got it. Look, sir, the reason -- the only reason why I was asking is -- in the past, we",20
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"I think earlier also question was asked. I mean gold loan is adding net INR 2,000",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Abhijit Tibrewal,Analyst,"Got it, sir. Sir, the second question I had was about this working capital loans, fresh",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"No. The only difference I would make, this is a customer between INR 7 crores to",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Abhijit Tibrewal,Analyst,"Got it, sir. And then just a related question because you spoke about leverage, even",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"As I said, it's come a little too suddenly Abhijit. -- wait for 1 more quarter, we'll have",18
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Management,Analyst,"So we just add to what Rajeev has been saying, and I know that we've discussed",16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Moderator,Moderator,Yes. That would be our last question for today. I would now like to hand the,16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Ajit Kumar,Analyst,"Thank you, Rajeev sir, Sandeep and Bajaj Finance team. Do you want to make any",15
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,Good night is the only closing comment – it’s been a long day. Thank you all.,16
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Moderator,Moderator,"Thank you. On behalf of Bajaj Finance Limited, that concludes this conference.",12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Ladies and gentlemen, good evening, and welcome to Bajaj Finance Limited Q2 FY '26 Earnings",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Anuj Singla,Analyst,"Thank you, Neerav. Good evening, everyone. This is Anuj Singla from JP Morgan. Thank you",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Good evening all of you, the investor deck for Q2 FY '26 has already been uploaded on our",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"18 to 20 basis points as Sandeep is correcting me, which is really how it is for the last 2-3 years,",21
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,35-day period. It's Navratri to Bhai Dooj or 35-day peak kick-off of the festival and end of the,18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Thank you, Rajeev. We will now begin the question and answer session. First question is from",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Kunal Shah,Analyst,"Rajeev, so firstly, with respect to growth, you indicated mortgages and SME growing slightly",14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Both these contribute to 31% and 14%, 45% of the balance sheet, right? They contribute to 45%",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Kunal Shah,Analyst,"Okay. And in fact, now rural B2C would also start given that now it's starting into green, so that",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Kunal Shah,Analyst,"Okay. And secondly, with respect to asset quality, so stage 3, it's moving up. Would it be fair to",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Yes. So I think if you look at even last year quarter 2, you would see that the GNPA sequentially",20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"And correspondingly, just to -- correspondingly, there is a benefit that appears because of fewer",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Correct. Having said so, the number has gone up between, say, last year same time to now. Last",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"So sequentially is purely number of days, Kunal? Yes. And year-on-year, it is principally on",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,And the last point on that is -- to the point that you're making on stage 2 to stage 3. The overall,22
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Jay from Nirmal Bang.,11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Jay, sorry to interrupt you. Can you please speak through the handset?",12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Jay,Analyst,"Sir, my first question would be on the MFI lending. Sir, we see there is a 217% growth year-on-",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,So we are too small in MFI. Balance sheet is only INR 1750-odd crores. So we're not the right,19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"99.22% current. So we continue to tread carefully, knowing fully well as to what's happening in",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Jay,Analyst,"Okay. Understood. And sir, do we have a partnership with the OEMs? Or does -- how does the",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Like in a typical B2B business, this is a B2B business. We work closely -- they are mostly very",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,We are in 400 towns in India at this point in time. So -- and predominantly South and West...,19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"North and west, sorry, dominated. So which is building out, it's too small as yet, but promising.",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Jay,Analyst,"Okay. And sir, last question on MSME lending. Sir, we see GNPA growing up significantly. Is",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"As we had outlined, we are seeing in last -- first quarter, we talked about it that we are seeing",20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Sucrit Patil from Eyesight Fintrade.,12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sucrit Patil,Analyst,I have 2 questions. The first is it's a forward looking question. As more fintechs and NBFCs,17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"I mean we could spend 1 hour on this question, quite honestly. But on a more serious note, we",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sucrit Patil,Analyst,"My final question, again, a forward-looking one, is about margins and cost planning. As growth",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"No. So at a fundamental level, process automation, technology leadership -- technology",12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Abhijit Tibrewal from Motilal Oswal.,12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Abhijit Tibrewal,Analyst,Just 2 questions that I had. First is in addition to what we have already shared on the MSME,19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"We're mostly done with restructuring, Abhijit. We're mostly done with restructuring. It is used",14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Yes, the other point that I want to make, I think it's in the interest of all the participants on the",21
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"And actions have been outlined to all the investors. And as Sandeep said, it's not changing the",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Abhijit Tibrewal,Analyst,"Got it. And then the only other question I had was, I mean, maybe 15 days that the festive season",20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Yes, momentum, Abhijit is -- yes, yes. I think we're surprised by the -- given that the festive",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Abhijit Tibrewal,Analyst,"Got it. And sir, would you also agree that, I mean, this momentum has sustained across most of",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,Answer is yes. Answer is yes. Except I would just add...,11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Abhijit, just to be fair, I would just add, we are very dominant in electronics, so we can -- what",20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Piran Engineer from CLSA.,11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Piran sorry to interrupt you, but we are missing your audio.",11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Piran Engineer,Analyst,"Yes, yes. No. So just wanted to get some sense on how things stand in rural unsecured, rural",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"The answer is -- and principally, that was -- Piran, it's a fair question. Across businesses that we",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Les than 1%, is what somebody with 2PL would be. In urban, it would be 4% -- 3% or 4%?",20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"4.8%. So we have cut business. This number used to be 13% and a year ago, 13% and 3%. So I",21
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Piran Engineer,Analyst,Okay. And this is on incremental or it is on your book? Like 4%...,14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Since February, whatever you're originating is on these numbers. So it's incremental, but the",14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And talking about rural B2C, after a long time, we have now revised the management assessment",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Piran Engineer,Analyst,"Got it. Got it. And just secondly, you had mentioned captive 2-wheelers, which is 1.5% of the",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Piran Engineer,Analyst,And what would -- so the non-captive would be how much? Just want to get a sense of what's,19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Equal size -- now, equal size virtually. As you can see on Panel 47.",14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"That if you see the number at -- if you go to -- we have separated it in the portfolio quality, that",22
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And Piran, to the question that you're asking on open market 2-wheeler financing, while the",15
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Ashish Sharma from Oaklane Capital Management.,13
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Ashish Sharma,Analyst,Yes. Just one question on credit cost. So have we given the guidance for FY'27? So given that,18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"So we are not giving an absolute guidance at this point in time, Ashish. But very clearly,",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"The gold loan business, the new car financing business are much lower risk business. So -- and",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And my hunch would be that while the range currently is 185 to 195 for the current year, and",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Ashish Sharma,Analyst,"Just reconfirming one thing in terms of the MSME guidance of 10-12%, do you think given the",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Ashish Sharma,Analyst,"Sure, sure, perfect. That's helpful. Thank you, sir, and all the best for the next quarter. Thank",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"The last point probably, Ashish, on that, as an organization, we have never shied away from",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Next question is from the line of Priyanshu Ahuja from IIFL Capital.,12
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Viral,Analyst,"This is Viral here from IIFL Capital. Just 2 questions from my end. Sandeep, first one for you.",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"I would love to have that, Viral. But I think the best assumption that we have at this point in time",21
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,"Idea would be that work with improving the overall cost of fund environment as far as Bajaj
Finance is concerned and use that opportunity to pass on the benefit to the customers and
maintain the NIM at current level.
Viral",Analyst,"And just as a clarification, Sandeep, in this guidance on cost of fund, you have taken only 100",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,Yes. We are not privy to any further rate cut that is being discussed or has been announced,18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Benefit will flow in next year, not in the current year.",11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Viral,Analyst,"Got it. But there will be a benefit then, right? Once there is a cost of fund...",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Viral,Analyst,"Of course. And second question, Rajeev, for you. On the gold loan piece, more so from, say, a",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Three scenarios, right? It goes up further, good. Remains flat, good. Goes down, we have seen",16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Thank you. I request you to come back for a follow-up question, please.",13
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Okay. It's okay. Let him -- sorry, go ahead, go ahead. And after this, you stop, Viral. Go ahead,",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Viral,Analyst,"Sure. So just on the second scenario, you mentioned that, say, assuming the gold prices don't go",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Yes, I will tell you. No, it's a good point.",10
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"I should have covered that at a fundamental level, see, one of the key modes that we've developed",18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Ladies and gentlemen, we'll take the last 2 questions. Next question is from the line of Avinash",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,"Singh from Emkay Global.
Avinash Singh",Analyst,"Quickly, if you can help, I mean, the softness in other operating income, is it -- I mean, lower",19
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"I'll take the first question. The other operating income, as you rightly called out, is on account",17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"No, but we had also guided that in the current year...",11
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,That's overall fee and other income put together. We are guided for the full year that between,17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,The second question was going down the curve; we keep reiterating that is risk first. That's one,17
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,"Participants, we'll take the last question from the line of Marukh Adajaniya from Nuvama",14
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,"Wealth.
Marukh Adajaniya",Analyst,You transparently laid out all the SME-related issues. And I guess you were the first to flag it,18
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,I have no view on the sector. I'm a bigger believer in micro than macro. I had made the point,20
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Moderator,Moderator,Thank you very much. I now hand the conference over to the management for closing comments.,16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,Nothing. Thank you. Good night. I thought you're referring to Anuj. Thank you so much. Thank,16
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Anuj Singla,Analyst,"Thank you, Rajeev. Thank you Bajaj Finance team for the opportunity.",11
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Moderator,Moderator,"Ladies and gentlemen, good evening, and welcome to Bajaj Finance Limited Q3 FY '26 Earnings Call hosted by",18
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Subramanian Iyer,Moderator,"Thank you, Emily. Good evening, everyone. This is Subramanian Iyer from Morgan Stanley. Thank you very",16
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Thank you, Subbu. Thank you, Morgan Stanley, for hosting this call. I have with me in the room, Sandeep Jain,",20
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Moderator,Moderator,Our first question today comes from Viral Shah with IIFL Capital Services Limited.,13
