ticker,company,sector,quarter,speaker,role,utterance,word_count,sentiment,positive_score,negative_score,neutral_score,confidence
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,Abhishek that's what I was trying to clarify earlier as well because the number of,15,neutral,0.03292468190193176,0.07453103363513947,0.8925443291664124,0.8925443291664124
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"I would think about one more quarter, Abhishek, before we give you a very clear",15,neutral,0.08257962763309479,0.015352873131632805,0.9020674824714661,0.9020674824714661
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"Though, numbers plus minus happens all the time. We are not talking about any big",15,neutral,0.03204195946455002,0.05349458381533623,0.9144634008407593,0.9144634008407593
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,Yes. You're right on Chintan. I think the liquidity buffers were deployed more in,14,positive,0.7819188237190247,0.04337966814637184,0.17470158636569977,0.7819188237190247
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"I think that was specific for quarter, because as the rates were coming down, the",15,negative,0.026806136593222618,0.8725607395172119,0.10063310712575912,0.8725607395172119
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"It'll go into the interest income line, right? What you see as NIM…",13,neutral,0.029263239353895187,0.06386423856019974,0.9068725109100342,0.9068725109100342
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"Some has interest cost, right? So they go into interest cost.",11,neutral,0.03145415708422661,0.05586107075214386,0.9126847386360168,0.9126847386360168
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"Look, business loans we've done for 18 years. We have seen other than one lender in",16,neutral,0.06581869721412659,0.019353922456502914,0.9148273468017578,0.9148273468017578
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,It didn't come slowly; it came a little too suddenly is the only point I would make.,17,neutral,0.044961437582969666,0.053036484867334366,0.9020020961761475,0.9020020961761475
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"I think, as I said, Chintan, earlier, we are just focusing on early MOB. As the",16,neutral,0.044373899698257446,0.02871783822774887,0.9269082546234131,0.9269082546234131
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"AUM may grow 15% odd, as Sidhant is saying, but in terms of disbursement growth,",15,positive,0.901444673538208,0.009040001779794693,0.089515320956707,0.901444673538208
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"Yes. So the liability side, very clearly, NCD has seen almost 90-basis-point of",13,neutral,0.266197144985199,0.014080206863582134,0.7197226881980896,0.7197226881980896
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,We have 85% of the bank moneys on external benchmark rate. That has seen,14,neutral,0.16297753155231476,0.011519520543515682,0.8255029320716858,0.8255029320716858
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,Yes. Yes. Yes. Just to reinforce the point. That's why the decision even on slowing,15,neutral,0.08627796918153763,0.03999199718236923,0.8737300634384155,0.8737300634384155
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,"In fact, that's an important one. I forgot to make that point. Deposits, we were",15,neutral,0.07238220423460007,0.03797047957777977,0.8896473050117493,0.8896473050117493
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Sandeep Jain,Management,Retail deposits. We were paying probably 70 - 80 basis points higher than the,14,neutral,0.13296391069889069,0.02525295689702034,0.8417831063270569,0.8417831063270569
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,I was seeing you guys at decimal; we move a percentage like. Don't read anything,15,neutral,0.027126507833600044,0.04324459284543991,0.9296289086341858,0.9296289086341858
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"I think earlier also question was asked. I mean gold loan is adding net INR 2,000",16,neutral,0.24719756841659546,0.03720277175307274,0.7155995965003967,0.7155995965003967
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"No. The only difference I would make, this is a customer between INR 7 crores to",16,neutral,0.050100166350603104,0.037016019225120544,0.9128838181495667,0.9128838181495667
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,"As I said, it's come a little too suddenly Abhijit. -- wait for 1 more quarter, we'll have",18,neutral,0.0760880708694458,0.037428103387355804,0.8864837884902954,0.8864837884902954
BAJAJFIN,Bajaj Finance,NBFC,Q1FY25,Rajeev Jain,Management,Good night is the only closing comment – it’s been a long day. Thank you all.,16,neutral,0.11620635539293289,0.029474269598722458,0.8543193936347961,0.8543193936347961
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Good evening all of you, the investor deck for Q2 FY '26 has already been uploaded on our",18,neutral,0.03686392679810524,0.02142801322042942,0.9417080283164978,0.9417080283164978
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"18 to 20 basis points as Sandeep is correcting me, which is really how it is for the last 2-3 years,",21,neutral,0.0626772940158844,0.03409664332866669,0.9032260179519653,0.9032260179519653
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,35-day period. It's Navratri to Bhai Dooj or 35-day peak kick-off of the festival and end of the,18,neutral,0.021816149353981018,0.0638265386223793,0.9143572449684143,0.9143572449684143
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Both these contribute to 31% and 14%, 45% of the balance sheet, right? They contribute to 45%",17,neutral,0.03522128984332085,0.021002046763896942,0.9437766671180725,0.9437766671180725
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Yes. So I think if you look at even last year quarter 2, you would see that the GNPA sequentially",20,neutral,0.05998437479138374,0.07226581871509552,0.8677497506141663,0.8677497506141663
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"And correspondingly, just to -- correspondingly, there is a benefit that appears because of fewer",15,neutral,0.28141167759895325,0.014697161503136158,0.7038912177085876,0.7038912177085876
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Correct. Having said so, the number has gone up between, say, last year same time to now. Last",18,positive,0.9179807305335999,0.019303493201732635,0.0627157986164093,0.9179807305335999
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"So sequentially is purely number of days, Kunal? Yes. And year-on-year, it is principally on",15,neutral,0.026005394756793976,0.04426608607172966,0.9297285676002502,0.9297285676002502
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,And the last point on that is -- to the point that you're making on stage 2 to stage 3. The overall,22,neutral,0.04037948697805405,0.047456901520490646,0.9121636152267456,0.9121636152267456
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,So we are too small in MFI. Balance sheet is only INR 1750-odd crores. So we're not the right,19,neutral,0.040189605206251144,0.3576641380786896,0.6021462678909302,0.6021462678909302
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"99.22% current. So we continue to tread carefully, knowing fully well as to what's happening in",16,neutral,0.09923125058412552,0.020542744547128677,0.8802259564399719,0.8802259564399719
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Like in a typical B2B business, this is a B2B business. We work closely -- they are mostly very",19,neutral,0.07125282287597656,0.01653989776968956,0.912207305431366,0.912207305431366
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,We are in 400 towns in India at this point in time. So -- and predominantly South and West...,19,neutral,0.055778514593839645,0.025586336851119995,0.9186351895332336,0.9186351895332336
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"North and west, sorry, dominated. So which is building out, it's too small as yet, but promising.",17,positive,0.5668701529502869,0.03876171261072159,0.39436817169189453,0.5668701529502869
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"As we had outlined, we are seeing in last -- first quarter, we talked about it that we are seeing",20,neutral,0.10603948682546616,0.013529914431273937,0.8804305791854858,0.8804305791854858
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"I mean we could spend 1 hour on this question, quite honestly. But on a more serious note, we",19,neutral,0.0560765340924263,0.028318166732788086,0.9156053066253662,0.9156053066253662
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"No. So at a fundamental level, process automation, technology leadership -- technology",12,neutral,0.07701604068279266,0.014409582130610943,0.9085743427276611,0.9085743427276611
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"We're mostly done with restructuring, Abhijit. We're mostly done with restructuring. It is used",14,neutral,0.04320288449525833,0.12369813024997711,0.8330990076065063,0.8330990076065063
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"Yes, the other point that I want to make, I think it's in the interest of all the participants on the",21,neutral,0.07141709327697754,0.015954677015542984,0.912628173828125,0.912628173828125
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"And actions have been outlined to all the investors. And as Sandeep said, it's not changing the",17,neutral,0.06857963651418686,0.024173224344849586,0.9072470664978027,0.9072470664978027
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Yes, momentum, Abhijit is -- yes, yes. I think we're surprised by the -- given that the festive",18,positive,0.6264131665229797,0.023744383826851845,0.34984245896339417,0.6264131665229797
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,Answer is yes. Answer is yes. Except I would just add...,11,neutral,0.05582556128501892,0.03520604595541954,0.9089683294296265,0.9089683294296265
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Abhijit, just to be fair, I would just add, we are very dominant in electronics, so we can -- what",20,neutral,0.17731308937072754,0.008882861584424973,0.813804030418396,0.813804030418396
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"The answer is -- and principally, that was -- Piran, it's a fair question. Across businesses that we",18,neutral,0.11485489457845688,0.01208331249654293,0.8730617761611938,0.8730617761611938
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Les than 1%, is what somebody with 2PL would be. In urban, it would be 4% -- 3% or 4%?",20,neutral,0.028232954442501068,0.05064760521054268,0.9211194515228271,0.9211194515228271
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"4.8%. So we have cut business. This number used to be 13% and a year ago, 13% and 3%. So I",21,negative,0.009335595183074474,0.9543703198432922,0.036294057965278625,0.9543703198432922
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Since February, whatever you're originating is on these numbers. So it's incremental, but the",14,neutral,0.038921453058719635,0.0626402497291565,0.8984383344650269,0.8984383344650269
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And talking about rural B2C, after a long time, we have now revised the management assessment",16,neutral,0.10229556262493134,0.028377126902341843,0.8693273067474365,0.8693273067474365
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Equal size -- now, equal size virtually. As you can see on Panel 47.",14,neutral,0.05363110825419426,0.014722473919391632,0.931646466255188,0.931646466255188
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"That if you see the number at -- if you go to -- we have separated it in the portfolio quality, that",22,neutral,0.06710457801818848,0.025455698370933533,0.9074397683143616,0.9074397683143616
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And Piran, to the question that you're asking on open market 2-wheeler financing, while the",15,neutral,0.04493124037981033,0.020242515951395035,0.9348262548446655,0.9348262548446655
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"So we are not giving an absolute guidance at this point in time, Ashish. But very clearly,",17,neutral,0.05222214385867119,0.01955576241016388,0.928222119808197,0.928222119808197
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"The gold loan business, the new car financing business are much lower risk business. So -- and",17,neutral,0.06000871956348419,0.014047965407371521,0.9259432554244995,0.9259432554244995
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"And my hunch would be that while the range currently is 185 to 195 for the current year, and",19,neutral,0.09383714944124222,0.056462984532117844,0.8496999144554138,0.8496999144554138
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"The last point probably, Ashish, on that, as an organization, we have never shied away from",16,neutral,0.08208892494440079,0.03241318464279175,0.8854978680610657,0.8854978680610657
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"I would love to have that, Viral. But I think the best assumption that we have at this point in time",21,neutral,0.09562535583972931,0.012983041815459728,0.8913915753364563,0.8913915753364563
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,Yes. We are not privy to any further rate cut that is being discussed or has been announced,18,neutral,0.042929112911224365,0.04569456726312637,0.9113762974739075,0.9113762974739075
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Benefit will flow in next year, not in the current year.",11,neutral,0.16498857736587524,0.010935117490589619,0.8240762948989868,0.8240762948989868
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Three scenarios, right? It goes up further, good. Remains flat, good. Goes down, we have seen",16,positive,0.7474727034568787,0.09437824040651321,0.15814906358718872,0.7474727034568787
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Okay. It's okay. Let him -- sorry, go ahead, go ahead. And after this, you stop, Viral. Go ahead,",19,neutral,0.050705425441265106,0.11266978085041046,0.8366248607635498,0.8366248607635498
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"Yes, I will tell you. No, it's a good point.",10,neutral,0.11072461307048798,0.02628624252974987,0.8629891276359558,0.8629891276359558
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"I should have covered that at a fundamental level, see, one of the key modes that we've developed",18,neutral,0.13279010355472565,0.011095846071839333,0.8561140894889832,0.8561140894889832
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,"I'll take the first question. The other operating income, as you rightly called out, is on account",17,neutral,0.04320782795548439,0.05062157288193703,0.9061706066131592,0.9061706066131592
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,"No, but we had also guided that in the current year...",11,neutral,0.2942088544368744,0.02185642160475254,0.68393474817276,0.68393474817276
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Sandeep Jain,Management,That's overall fee and other income put together. We are guided for the full year that between,17,neutral,0.07119813561439514,0.02026544138789177,0.908536434173584,0.908536434173584
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,The second question was going down the curve; we keep reiterating that is risk first. That's one,17,neutral,0.05187331140041351,0.048169076442718506,0.8999576568603516,0.8999576568603516
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,I have no view on the sector. I'm a bigger believer in micro than macro. I had made the point,20,neutral,0.06070861592888832,0.053053464740514755,0.8862379193305969,0.8862379193305969
BAJAJFIN,Bajaj Finance,NBFC,Q2FY25,Rajeev Jain,Management,Nothing. Thank you. Good night. I thought you're referring to Anuj. Thank you so much. Thank,16,neutral,0.2663784623146057,0.01998145878314972,0.7136400938034058,0.7136400938034058
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Thank you, Subbu. Thank you, Morgan Stanley, for hosting this call. I have with me in the room, Sandeep Jain,",20,neutral,0.08496861904859543,0.011734718456864357,0.9032966494560242,0.9032966494560242
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,I'll give the easier one first. The first one requires a little longer explanation. We'll provide FY '27 guidance along,20,neutral,0.05072294548153877,0.015089698135852814,0.9341873526573181,0.9341873526573181
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"Yes. So, I think as Rajeev called out, these are the actions that we have taken on a voluntary basis. We looked at",23,neutral,0.06677284836769104,0.018851997330784798,0.9143751859664917,0.9143751859664917
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"We could have taken a view to do an overlay, given the environment, global environment, not local environment,",18,neutral,0.1020309254527092,0.012931759469211102,0.885037362575531,0.885037362575531
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"And as the Board and committee approved the change, I think they were also very clear in communication that",19,neutral,0.35427531599998474,0.016843101009726524,0.6288815140724182,0.6288815140724182
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"I want to correct you, this is by management, point number one. Two, fully supported and ratified by the Board.",20,neutral,0.07874251902103424,0.01271290797740221,0.9085445404052734,0.9085445404052734
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"So, Abhijit as you would recollect, the recent times have been extremely volatile, not only in terms of just the",20,neutral,0.0953570231795311,0.4047015607357025,0.499941349029541,0.499941349029541
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,I'll just make added point from -- so that the question is in addition to why now to the direction of travel on credit,24,neutral,0.04396258294582367,0.024941470474004745,0.9310958981513977,0.9310958981513977
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"I think on a lighter note, Rajeev, there could not be a better occasion to communicate and give the message to",21,neutral,0.17874038219451904,0.016731511801481247,0.8045280575752258,0.8045280575752258
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,We were expecting that this question will be raised regarding the timing of the provisioning. I think as I recollect,20,neutral,0.04089108482003212,0.032502301037311554,0.9266066551208496,0.9266066551208496
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"We saw some -- not material. So, it is yet to play through. And we are mostly -- as I was making a point that over",26,neutral,0.12391402572393417,0.05397415906190872,0.8221118450164795,0.8221118450164795
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"Yes, if I may just add on the MSME point, I think we had called out this last quarter as well that looking at the",25,neutral,0.07562968879938126,0.02126956358551979,0.9031007885932922,0.9031007885932922
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"Yes, Piran, you're right. It goes and directly sits in the reserves. It doesn't come in the P&L at all.",20,neutral,0.03240125626325607,0.031688205897808075,0.9359105229377747,0.9359105229377747
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"The entire amount net of tax goes and sits in the reserve line. And it's obvious, right? In the consolidated financial",21,neutral,0.04156806319952011,0.03782997280359268,0.9206019639968872,0.9206019639968872
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"I think as regards write-off policy is concerned, Piran, we are -- which is reasonably prudent. We ensure that all",20,neutral,0.07553394138813019,0.01574821025133133,0.9087178707122803,0.9087178707122803
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Piran, this should gravitate closer to -- from the next fiscal gravitate closer to between 18% and 20%. It’s just",20,neutral,0.2076130211353302,0.04106912016868591,0.7513178586959839,0.7513178586959839
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"There were one-timers in the last year, we had some INR 80 crores of gain sitting in the other operating income",21,neutral,0.22105816006660461,0.01639336533844471,0.7625484466552734,0.7625484466552734
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"There's no one-timer. This is core growth. Yes, core growth. And as Rajeev alluded to, as we get into FY '27",21,neutral,0.11789615452289581,0.015528244897723198,0.8665755987167358,0.8665755987167358
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"No, no, the plan is very clear. If you actually go to the first nine months of growth in AUM, okay, I mean, MFI is",25,neutral,0.09104030579328537,0.012836492620408535,0.8961231708526611,0.8961231708526611
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,It is ROE and ROA both. I mean we give same amount of leverage to each business other than the mortgage,21,neutral,0.042384691536426544,0.01520200539380312,0.9424132704734802,0.9424132704734802
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"No, just I think just related to businesses, and I want to refer back to even Abhishek's point, I want you guys when",23,neutral,0.03725512698292732,0.023412924259901047,0.9393319487571716,0.9393319487571716
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Yes. Yes. That's correct. Between 7% and 10% is what it gravitated around. Mind you, Shivani, if I may make a",21,neutral,0.09164063632488251,0.030516719445586205,0.8778426051139832,0.8778426051139832
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Partially, it's true. I mean if there is only one red flag that I would have is that the overall consumer leverage",22,neutral,0.09147430211305618,0.040249068289995193,0.8682765960693359,0.8682765960693359
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Sandeep Jain,Management,"Just on the LGD piece, I think as you see Slide #54, where we have provided provisioning coverage ratio by",20,neutral,0.18682391941547394,0.010216371156275272,0.8029597401618958,0.8029597401618958
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Sustained distribution expansion, that's one part. We will continue to expand. We foresee business continue to",16,positive,0.855722963809967,0.008031313307583332,0.13624563813209534,0.855722963809967
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"Yes. I mean I've used the word quite optimistic if you see in my investor deck as well. So, we are quite optimistic.",23,neutral,0.15732945501804352,0.013889552094042301,0.828781008720398,0.828781008720398
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"So, all LRS in general or any management strategy is on a continuum, okay. It's on a continuum. At a design level,",22,neutral,0.04899038001894951,0.019774284213781357,0.9312353134155273,0.9312353134155273
BAJAJFIN,Bajaj Finance,NBFC,Q3FY25,Rajeev Jain,Management,"No. Thank you. I would just say focus on core operating performance remains strong, and we are quite excited",19,positive,0.9449737071990967,0.013255801983177662,0.04177044332027435,0.9449737071990967
BAJAJFIN,Bajaj Finance,NBFC,Q4FY25,Rajeev Jain,Management,"Thank you, Ajit. Thank you, JM. Good evening or good morning, depending on the",14,neutral,0.09147118777036667,0.021445441991090775,0.8870833516120911,0.8870833516120911
BAJAJFIN,Bajaj Finance,NBFC,Q4FY25,Rajeev Jain,Management,I would just say the more important point or a meta point in this is we are entering,18,neutral,0.06900562345981598,0.02599545381963253,0.9049989581108093,0.9049989581108093
BAJAJFIN,Bajaj Finance,NBFC,Q4FY25,Sandeep Jain,Management,So I think what Rajeev is trying to say is some level of conservatism in terms of,17,neutral,0.08379814773797989,0.024754147976636887,0.8914477229118347,0.8914477229118347
